"speaker_id","speaker_number","speaker_sex","language","language_variety","filename","segment_start","segment_end","duration","timepoint","textgrid_label","segment_type","vowel_quality","phonation","vowel_nasality","tone_contour","number_of_tone_targets","tone_category","language_specific_tone","consonant_aspiration","consonant_nasality","strF0","sF0","pF0","shrF0","sF1","sB1","sF2","sB2","sF3","sB3","sF4","sB4","pF1","pF2","pF3","pF4","H1u","H1c","H2u","H2c","H4u","H4c","A1u","A1c","A2u","A2c","A3u","A3c","H1H2u","H1H2c","H2H4u","H2H4c","H1A1u","H1A1c","H1A2u","H1A2c","H1A3u","H1A3c","Energy","HNR05","HNR15","HNR25","HNR35","CPP","SHR","tone_misc","CQ","CQ_H","CQ_HT","CQ_PM","min_Vel","min_Vel_Time","peak_Vel","peak_Vel_Time","SQ2_SQ1","SQ4_SQ3","ratio","LPhon","SQ"
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-48_Audio",693.481,793.006,99.525,5,"e","Vowel","e","Modal","Oral",NA,NA,NA,NA,"Unaspirated",NA,221.848,222.068,222.819,222.843,406.148,137.965,2400.01,286.995,2859.199,623.989,4176.641,108.359,476.428,2472.313,4151.003,5008.461,26.246,23.317,29.398,13.861,12.225,21.677,29.391,10.236,7.943,9.666,5.596,2.993,-3.152,9.455,17.173,-7.816,-3.145,13.081,18.303,13.65,20.649,20.323,19.582,16.345,25.461,27.919,26.094,23.328,0.811,NA,0.594,0.619,0.658,0.551,-436.477,743.971,1023.767,741.479,0.665,1.715,0.388,"Gujarati-Modal",0.387755102040816
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-48_Audio",2297.208,2395.37,98.1619999999998,5,"e","Vowel","e","Modal","Oral",NA,NA,NA,NA,"Unaspirated",NA,214.317,213.847,215.801,215.257,456.885,184.175,2190.865,303.877,2759.848,315.516,4100.095,157.098,518.113,2439.67,4093.77,4896.113,25.265,22.975,26.147,8.68,10.453,17.204,26.147,5.776,6.315,4.8,6.535,4.657,-0.882,14.294,15.695,-8.524,-0.881,17.199,18.95,18.175,18.731,18.318,14.199,29.071,36.79,37.897,36.206,29.313,0,NA,0.528,0.554,0.609,0.447,-364.496,2346.74,1018.798,2344.653,0.483,1.785,0.271,"Gujarati-Modal",0.270588235294118
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-48_Audio",4088.129,4216.285,128.156,5,"e","Vowel","e","Modal","Oral",NA,NA,NA,NA,"Unaspirated",NA,225.54,225.15,226.391,228.028,443.429,34.708,2338.936,312.325,2802.42,290.881,4284.666,86.882,458.058,2564.123,4289.201,4826.353,30.366,27.693,34.976,15.79,12.323,20.8,34.975,15.132,16.117,16.856,14.851,8.928,-4.609,11.903,22.653,-5.01,-4.608,12.561,14.249,10.837,15.515,18.764,66.303,25.626,37.321,38.935,36.971,29.869,0.589,NA,0.541,0.571,0.618,0.497,-480.964,4153.721,1271.822,4151.51,0.474,1.614,0.294,"Gujarati-Modal",0.293680297397769
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-48_Audio",6135.363,6238.978,103.615,5,"e","Vowel","e","Modal","Oral",NA,NA,NA,NA,"Unaspirated",NA,223.683,223.55,224.686,225.177,433.929,66.141,2414.472,195.186,2847.058,309.729,4276.456,93.682,458.219,2560.648,4286.784,4815.664,30.569,27.879,35.215,16.32,14.111,22.699,35.214,15.473,19.947,20.975,16.814,13.175,-4.646,11.56,21.104,-6.38,-4.645,12.407,10.622,6.904,13.755,14.704,68.684,21.584,31.316,31.447,28.209,27.021,0.718,NA,0.495,0.525,0.573,0.449,-468.224,6188.066,1243.019,6186.058,0.388,1.463,0.266,"Gujarati-Modal",0.265208475734792
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-48_Audio",8017.215,8154.915,137.7,5,"e","Vowel","e","Modal","Oral",NA,NA,NA,NA,"Unaspirated",NA,208.986,208.851,207.742,210.207,328.323,194.767,2508.67,184.759,3034.885,291.293,4312.866,233.268,417.355,2703.047,4281.459,4859.082,27.663,24.226,27.639,16.689,8.91,20.035,25.048,7.88,7.167,11.84,5.508,6.114,0.024,7.537,18.729,-3.346,2.614,16.346,20.495,12.386,22.155,18.112,17.299,32.39,45.515,48.317,44.9,29.559,0,NA,0.499,0.522,0.551,0.454,-396.851,8087.452,1019.8,8085.279,0.594,1.539,0.386,"Gujarati-Modal",0.385964912280702
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-49_Audio",1128.204,1338.542,210.338,5,"E=","Vowel","ɛ","Breathy","Oral",NA,NA,NA,NA,"Unaspirated",NA,226.888,226.947,227.197,228.148,549.936,99.922,2255.186,261.542,2979.179,152.294,3774.262,358.281,423.586,2862.862,4212.74,4746.138,31.039,29.352,18.809,8.941,11.205,14.09,31.034,-8.331,3.845,-0.659,6.475,4.342,12.23,20.411,7.603,-5.149,0.004,37.684,27.194,30.011,24.564,25.01,22.032,18.979,26.307,26.099,22.127,18.756,0,NA,0.355,0.376,0.399,0.227,-447.341,1234.373,748.472,1233.375,0.852,0.949,0.96,"Gujarati-Breathy",0.897787144362487
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-49_Audio",4003.65,4249.045,245.395,5,"E=","Vowel","ɛ","Breathy","Oral",NA,NA,NA,NA,"Unaspirated",NA,215.813,215.27,215.9,217.426,701.735,139.127,2303.745,175.389,3308.845,255.536,4184.241,282.84,497.125,2560.296,4022.331,4962.494,31.767,30.818,20.802,16.331,15.909,8.81,31.674,-3.911,4.916,-3.999,5.598,3.872,10.965,14.486,4.893,7.521,0.093,34.733,26.852,34.817,26.169,26.946,25.555,30.458,34.874,32.967,29.899,23.977,0,NA,0.381,0.4,0.412,0.32,-529.311,4127.242,764.989,4125.758,0.773,0.848,0.931,"Gujarati-Breathy",0.911556603773585
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-50_Audio",714.85,798.557,83.707,5,"i","Vowel","i","Modal","Oral",NA,NA,NA,NA,"Unaspirated",NA,232.277,233.233,239.06,234.133,391.703,95.319,2656.077,166.284,3234.977,237.985,4368.927,366.892,749.82,3176.904,4316.355,4977.342,20.258,16.072,15.363,9.865,-8.428,4.387,9.123,-8.174,6.244,12.118,7.44,9.5,4.895,6.206,23.791,5.478,11.135,24.246,14.015,3.954,12.818,6.572,3.148,21.111,36.842,39.614,33.695,25.149,0,NA,0.526,0.555,0.62,0.435,-495.193,757.828,1257.478,755.955,0.409,1.53,0.267,"Gujarati-Modal",0.267320261437908
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-50_Audio",2545.18,2612.145,66.9650000000001,5,"i","Vowel","i","Modal","Oral",NA,NA,NA,NA,"Unaspirated",NA,210.751,210.023,209.372,211.451,404.208,28.933,2709.817,231.538,3275.615,229.53,4311.943,267.477,405.837,3034.63,4198.281,4981.469,18.476,15.688,20.562,3.989,-5.597,3.888,20.561,1.876,-3.911,0.84,-4.662,-4.347,-2.086,11.699,26.159,0.101,-2.085,13.812,22.388,14.847,23.138,20.035,3.146,5.618,26.017,32.451,30.155,17.874,0.744,NA,0.592,0.617,0.678,0.524,-395.949,2579.602,1228.679,2577.114,0.472,1.795,0.263,"Gujarati-Modal",0.262952646239554
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-50_Audio",4598.169,4663.46,65.2910000000002,5,"i","Vowel","i","Modal","Oral",NA,NA,NA,NA,"Unaspirated",NA,198.745,198.276,100.786,200.773,392.357,73.522,2597.421,150.603,3138.96,177.587,4149.711,233.166,394.855,2885.85,4202.385,4832.586,21.966,19.282,23.344,6.103,-0.017,9.152,23.343,5.067,-0.816,3.565,-0.114,-0.646,-1.378,13.179,23.361,-3.049,-1.377,14.215,22.783,15.717,22.08,19.928,6.329,13.327,31.295,35.681,32.076,21.611,0.906,NA,0.484,0.505,0.549,0.396,-436.394,4631.253,1320.862,4629.253,0.429,1.701,0.252,"Gujarati-Modal",0.252204585537919
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-50_Audio",6567.959,6633.25,65.2910000000002,5,"i","Vowel","i","Modal","Oral",NA,NA,NA,NA,"Unaspirated",NA,204.426,209.436,209.763,203.62,378.161,60.512,2642.871,184.113,3185.925,149.224,4118.997,282.315,382.159,3017.618,4154.866,4840.084,20.557,17.489,19.455,6.479,-6.269,4.138,19.327,1.48,-0.192,5.005,2.943,3.595,1.103,11.009,25.724,2.342,1.23,16.009,20.749,12.484,17.614,13.893,3.394,8.334,28.254,34.568,31.426,21.539,0,NA,0.48,0.507,0.633,0.31,-327.78,6600.426,1021.156,6598.847,0.483,1.892,0.255,"Gujarati-Modal",0.255285412262156
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-50_Audio",8554.859,8631.869,77.0100000000002,5,"i","Vowel","i","Modal","Oral",NA,NA,NA,NA,"Unaspirated",NA,218.393,218.198,219.348,219.583,312.845,108.743,2634.471,233.005,3241.527,186.768,4236.657,322.894,327.767,3020.384,4155.753,5010.649,18.943,12.868,9.905,10.686,-9.496,6.659,12.549,-0.821,-6.212,2.883,-2.517,4.589,9.038,2.182,19.401,4.027,6.394,13.688,25.155,9.984,21.46,8.279,1.884,3.455,23.961,29.977,27.795,16.546,0,NA,0.504,0.535,0.635,0.306,-292.883,8593.295,937.958,8591.955,0.454,1.909,0.238,"Gujarati-Modal",0.237820848611839
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-51_Audio",890.642,985.496,94.8539999999999,5,"i=","Vowel","i","Breathy","Oral",NA,NA,NA,NA,"Unaspirated",NA,230.18,230.664,232.539,233.571,425.919,55.98,2640.081,154.617,3220.684,183.078,4261.721,284.093,407.79,2985.113,4172.174,4945.413,25.153,21.715,22.594,12.346,-0.951,10.116,21.355,2.888,9.67,13.947,12.932,14.566,2.559,9.368,23.545,2.23,3.798,18.827,15.483,7.767,12.221,7.149,11.43,24.232,39.244,43.601,39.237,28.997,0,NA,0.566,0.593,0.636,0.512,-525.221,939.157,1442.233,936.909,0.413,1.628,0.253,"Gujarati-Breathy",0.253685503685504
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-51_Audio",2716.669,2801.538,84.8690000000001,5,"i=","Vowel","i","Breathy","Oral",NA,NA,NA,NA,"Unaspirated",NA,199.97,198.942,200.778,203.62,402.236,44.007,2553.153,149.303,3175.744,177.305,4158.135,327.087,407.097,2891.425,3991.833,4735.879,22.592,19.986,26.358,8.096,2.019,10.818,26.357,7.674,6.352,9.956,8.792,10.495,-3.766,11.89,24.339,-2.722,-3.765,12.313,16.24,10.03,13.8,9.491,8.914,23.097,39.534,43.509,38.808,27.216,0.709,NA,0.583,0.606,0.66,0.433,-293.009,2759.828,1221.506,2757.651,0.389,2.222,0.175,"Gujarati-Breathy",0.175067506750675
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-51_Audio",4328.025,4404.574,76.549,5,"i=","Vowel","i","Breathy","Oral",NA,NA,NA,NA,"Unaspirated",NA,195.972,196.2,195.737,196.08,389.878,56.93,2549.497,273.089,3237.406,192.979,4088.448,339.729,402.313,3018.512,3980.476,4760.305,19.926,17.383,23.607,5.147,0.207,8.827,23.606,5.105,-0.965,2.676,3.978,7.254,-3.68,12.235,23.4,-3.679,-3.68,12.278,20.891,14.707,15.948,10.129,4.435,23.663,38.939,42.115,37.702,24.432,0.764,NA,0.573,0.591,0.628,0.521,-337.834,4367.284,1054.158,4364.625,0.597,2.023,0.295,"Gujarati-Breathy",0.29510627780524
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-51_Audio",6257.731,6319.303,61.5720000000001,5,"i=","Vowel","i","Breathy","Oral",NA,NA,NA,NA,"Unaspirated",NA,212.986,212.958,212.853,211.451,401.334,33.139,2581.673,328.913,3288.23,210.194,4071.143,402.088,404.782,3149.908,4126.733,4816.061,20.602,17.703,21.947,6.623,-4.574,5.115,21.946,3.369,-4.639,-1.085,1.141,5.188,-1.345,11.08,26.521,1.509,-1.344,14.335,25.241,18.788,19.461,12.515,4.578,6.867,26.232,32.112,30.746,21.591,0.85,NA,0.51,0.534,0.566,0.442,-358.944,6289.439,1021.434,6287.371,0.591,1.848,0.32,"Gujarati-Breathy",0.319805194805195
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-51_Audio",8140.337,8221.878,81.5410000000002,5,"i=","Vowel","i","Breathy","Oral",NA,NA,NA,NA,"Unaspirated",NA,206.437,206.603,204.775,204.394,409.431,32.529,2486.223,154.712,3126.458,194.565,4155.349,308.904,422.14,2810.661,3973.35,4855.751,23.999,21.43,30.363,11.412,7.669,16.209,30.362,11.326,9.04,11.74,11.359,13.055,-6.364,10.018,22.694,-4.797,-6.363,10.104,14.959,9.69,12.64,8.375,19.55,32.112,46.025,47.813,42.31,28.909,0.577,NA,0.511,0.532,0.546,0.471,-581.486,8182.379,1327.676,8180.091,0.843,1.657,0.509,"Gujarati-Breathy",0.508750754375377
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-54_Audio",736.354,865.883,129.529,5,"O","Vowel","ɔ","Modal","Oral",NA,NA,NA,NA,"Unaspirated",NA,210.52,210.538,212.908,422.347,414.596,42.313,848.665,32.371,2736.043,113.561,3867.111,157.016,756.094,3560.061,4382.682,NA,20.192,17.067,29.576,8.567,24.125,9.51,29.576,8.257,24.124,9.459,-1.423,21.566,-9.385,8.5,5.452,-0.943,-9.384,8.861,-3.932,7.609,21.614,-4.499,18.83,30.216,37.145,45.43,46.537,28.166,0.382,NA,0.599,0.629,0.668,0.568,-537.944,802.518,1516.776,799.821,0.306,1.806,0.17,"Gujarati-Modal",0.169435215946844
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-54_Audio",2701.125,2811.136,110.011,5,"O","Vowel","ɔ","Modal","Oral",NA,NA,NA,NA,"Unaspirated",NA,193.292,193.102,194.221,195.137,421.54,136.519,770.215,112.996,2818.956,213.332,4156.939,322.22,666.41,3827.258,4414.563,NA,28.103,25.331,31.128,12.086,25.121,12.899,31.127,8.982,25.12,8.435,-3.516,21.975,-3.026,13.245,6.007,-0.813,-3.025,16.438,2.983,16.897,31.619,3.356,36.526,25.101,32.972,41.913,42.917,26.534,0.878,NA,0.472,0.498,0.555,0.458,-308.346,2757.901,970.097,2755.523,0.364,1.636,0.222,"Gujarati-Modal",0.222493887530562
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-54_Audio",4826.129,4913.073,86.9440000000004,5,"O","Vowel","ɔ","Modal","Oral",NA,NA,NA,NA,"Unaspirated",NA,183.918,183.829,184.62,184.127,448.847,174.607,898.154,169.467,2978.964,226.016,4279.962,198.578,584.103,665.032,4123.868,4592.886,29.227,27.258,28.835,17.733,18.529,13.574,23.345,0.413,18.834,2.747,-6.89,16.521,0.392,9.525,10.306,4.159,5.881,26.906,10.393,24.512,36.116,10.737,28.542,21.547,29.238,37.006,37.465,22.611,0,NA,0.561,0.584,0.608,0.517,-326.792,4870.891,1090.271,4868.073,0.636,2.127,0.297,"Gujarati-Modal",0.29901269393512
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-54_Audio",6833.486,6927.527,94.0410000000002,5,"O","Vowel","ɔ","Modal","Oral",NA,NA,NA,NA,"Unaspirated",NA,179.816,179.79,180.086,179.742,441.421,171.1,858.687,260.147,3065.753,226.575,4472.844,162.479,628.159,3635.575,4581.17,4607.797,26.044,24.129,27.019,16.477,16.746,10.606,18.431,-4.741,15.925,-0.786,-7.879,17.368,-0.975,7.652,10.273,5.87,7.613,28.952,10.12,24.915,33.923,6.761,17.367,27.017,35.965,43.167,43.748,25.282,0,NA,0.578,0.603,0.654,0.56,-271.089,6881.973,1100.906,6878.85,0.436,2.359,0.185,"Gujarati-Modal",0.184824077999152
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-54_Audio",8971.81,9085.37,113.560000000001,5,"O","Vowel","ɔ","Modal","Oral",NA,NA,NA,NA,"Unaspirated",NA,179.397,179.336,180.75,180.527,472.281,122.13,903.882,194.731,2912.721,146.1,4350.792,132.039,621.735,3846.676,4433.78,4458.285,26.111,24.544,28.156,20.219,17.453,10.501,30.753,6.552,19.535,1.573,-1.266,18.605,-2.045,4.325,10.703,9.718,-4.641,18.053,6.577,22.972,27.377,5.939,26.866,21.895,27.971,35.213,35.001,25.459,0,NA,0.607,0.636,0.676,0.583,-252.779,9030.023,1108.919,9026.78,0.28,2.5,0.112,"Gujarati-Modal",0.112
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-56_Audio",883.821,988.479,104.658,5,"o","Vowel","o","Modal","Oral",NA,NA,NA,NA,"Unaspirated",NA,231.877,231.699,231.132,230.914,453.006,61.988,1096.99,112.708,2718.216,202.565,4392.85,275.484,596.142,1093.001,4015.77,4714.435,30.649,27.575,37.471,18.754,20.417,21.925,37.47,16.636,22.05,10.615,4.579,19.987,-6.822,8.821,17.053,-3.171,-6.821,10.953,8.599,16.96,26.07,7.588,112.069,17.594,24.568,31.965,35.661,28.254,0.613,NA,0.564,0.588,0.632,0.508,-658.727,937.19,1477.394,934.996,0.368,1.463,0.251,"Gujarati-Modal",0.251537935748462
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-56_Audio",6399.86,6520.759,120.899,5,"o","Vowel","o","Modal","Oral",NA,NA,NA,NA,"Unaspirated",NA,174.91,174.862,174.027,173.842,417.646,121.692,853.972,132.649,2823.313,144.945,3928.324,205.112,633.797,3842.59,4294.43,4468.939,28.025,25.92,29.354,16.784,14.181,11.236,27.845,6.397,16.588,2.145,-6.664,16.549,-1.329,9.136,15.172,5.548,0.18,19.562,11.437,23.776,34.689,9.371,24.582,3.664,14.785,27.546,31.051,21.184,0,NA,0.569,0.593,0.642,0.483,-253.728,6461.153,1269.312,6458.393,0.273,2.448,0.111,"Gujarati-Modal",0.111519607843137
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-56_Audio",8497.726,8589.753,92.027,5,"o","Vowel","o","Modal","Oral",NA,NA,NA,NA,"Unaspirated",NA,166.683,166.409,167.75,166.5,436.505,99.69,961.238,133.265,2753.513,236.776,3994.036,188.105,512.697,926.213,3970.393,4495.572,28.687,27.09,29.572,21.175,16.6,13.697,28.211,5.669,16.363,1.747,-6.502,11.989,-0.885,5.915,12.972,7.478,0.475,21.445,12.324,25.343,35.188,15.101,31.247,8.994,16.79,28.303,32.034,24.697,0,NA,0.566,0.595,0.651,0.412,-243.543,8543.909,1220.508,8541.432,0.273,2.545,0.107,"Gujarati-Modal",0.107269155206287
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-57_Audio",839.782,963.207,123.425,5,"o","Vowel","o","Modal","Oral",NA,NA,NA,NA,"Unaspirated",NA,179.281,180.028,181.309,178.922,501.665,87.611,1009.58,218.341,2749.055,146.528,3915.386,320.581,598.316,1055.702,3537.047,4465.31,19.884,18.366,22.698,14.964,11.498,6.644,25.058,1.342,10.284,-6.176,-4.986,10.955,-2.814,3.402,11.2,8.32,-5.174,17.054,9.6,24.542,24.871,7.411,8.533,1.082,12.461,24.982,29.39,23.052,0,NA,0.476,0.503,0.549,0.44,-331.4,902.461,1283.067,899.968,0.279,2.046,0.136,"Gujarati-Modal",0.136363636363636
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-57_Audio",3107.385,3222.689,115.304,5,"o","Vowel","o","Modal","Oral",NA,NA,NA,NA,"Unaspirated",NA,175.792,175.678,176.34,175.433,469.479,114.649,922.897,268.813,2744.78,303.283,4022.149,628.042,583.907,3651.107,4542.542,4583.953,19.113,17.525,19.2,11.002,5.217,0.484,20.568,-2.954,6.904,-9.391,-13.003,4.496,-0.087,6.523,13.984,10.517,-1.455,20.511,12.21,26.916,32.116,13.028,3.621,31.516,43.36,50.927,51.24,27.596,0,NA,0.498,0.518,0.577,0.382,-237.964,3165.888,963.982,3163.71,0.329,2.325,0.142,"Gujarati-Modal",0.141505376344086
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-57_Audio",5417.705,5542.753,125.048,5,"o","Vowel","o","Modal","Oral",NA,NA,NA,NA,"Unaspirated",NA,177.26,177.317,176.86,177.309,461.91,96.466,999.565,262.811,3046.218,247.188,4104.042,210.909,572.584,3731.273,4546.129,4660.081,19.859,18.191,23.199,14.303,9.739,6.772,19.634,-3.208,8.907,-6.097,-6.813,14.272,-3.34,3.888,13.459,7.532,0.225,21.436,10.952,24.288,26.672,3.919,6.152,30.446,41.503,49.239,49.574,27.289,0,NA,0.56,0.584,0.623,0.485,-260.58,5481.724,1015.752,5478.984,0.347,2.266,0.153,"Gujarati-Modal",0.153133274492498
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-57_Audio",7552.632,7656.568,103.936000000001,5,"o","Vowel","o","Modal","Oral",NA,NA,NA,NA,"Unaspirated",NA,177.113,177.128,177.185,177.309,458.16,114.299,944.465,323.22,3203.644,171.774,4568.503,348.226,590.576,3306.706,4788.432,4814.127,19.479,17.857,22.385,13.887,9.572,5.636,21.256,-1.952,8.052,-7.659,-4.966,18.235,-2.906,3.97,12.813,8.25,-1.777,19.864,11.427,25.516,24.445,-0.378,5.546,29.118,38.182,45.026,45.628,27.758,0,NA,0.555,0.579,0.607,0.525,-262.168,7606.152,971.263,7603.182,0.439,2.333,0.188,"Gujarati-Modal",0.188169738534076
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-59_Audio",1483.028,1608.949,125.921,5,"O=","Vowel","ɔ","Breathy","Oral",NA,NA,NA,NA,"Unaspirated",NA,213,213.492,213.08,212.343,411.252,65.943,1095.353,135.473,2846.249,257.216,4234.443,153.119,469.377,1195.39,4281.61,4591.386,31.767,28.791,34.894,16.392,15.258,18.712,34.894,14.965,14.832,4.533,-1.045,17.68,-3.127,12.399,19.636,-2.32,-3.126,13.84,16.935,24.257,32.812,11.111,68.407,5.927,12.437,22.161,25.972,19.512,0.796,NA,0.613,0.672,0.74,0.502,-371.775,1546.032,640.358,1543.672,0.318,0.951,0.343,"Gujarati-Breathy",0.334384858044164
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-59_Audio",3339.082,3471.941,132.859,5,"O=","Vowel","ɔ","Breathy","Oral",NA,NA,NA,NA,"Unaspirated",NA,176.862,176.868,176.063,176.477,457.132,99.208,981.406,160.153,3031.486,165.442,3939.729,178.871,562.039,1980.488,4114.141,4634.118,28.959,27.32,29.008,20.304,13.659,10.775,26.469,3.642,15.117,0.282,-3.59,16.954,-0.049,7.015,15.349,9.529,2.491,23.711,13.842,27.038,32.549,10.366,28.981,27.015,36.144,46.112,47.293,28.051,0,NA,0.419,0.447,0.502,0.401,-263.438,3406.104,729.25,3403.838,0.409,1.617,0.253,"Gujarati-Breathy",0.252937538651824
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-59_Audio",5358.369,5465.395,107.026000000001,5,"O=","Vowel","ɔ","Breathy","Oral",NA,NA,NA,NA,"Unaspirated",NA,172.62,172.788,171.676,172.737,345.439,90.642,943.64,159.863,2979.289,380.692,4230.845,160.279,417.225,630.614,4151.468,4771.456,28.385,25.749,28.202,10.366,7.868,11.185,28.201,10.171,9.804,-0.068,-8.661,17.078,0.184,15.383,20.334,-0.819,0.185,15.597,18.581,25.817,37.046,8.671,16.263,29.192,41.205,49.464,48.645,25.428,0,NA,0.534,0.554,0.59,0.406,-237.462,5412.034,784.955,5409.682,0.64,2.258,0.285,"Gujarati-Breathy",0.283436669619132
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-59_Audio",7385.037,7479.146,94.1089999999995,5,"O=","Vowel","ɔ","Breathy","Oral",NA,NA,NA,NA,"Unaspirated",NA,172.07,86.176,85.447,169.476,368.261,105.898,904.101,150.591,2998.561,415.61,4242.278,184.987,604.591,4036.785,4661.529,4729.741,28.478,26.13,27.551,11.81,9.1,10.62,27.549,8.33,11.347,0.101,-6.873,18.538,0.927,14.32,18.451,1.189,0.929,17.824,17.13,26.028,35.351,7.592,19.808,-6.742,6.244,19.709,23.669,18.056,0,NA,0.528,0.55,0.577,0.419,-224.343,7432.69,691.101,7430.273,0.525,2.169,0.247,"Gujarati-Breathy",0.242047026279391
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-59_Audio",9701.761,9821.703,119.941999999999,5,"O=","Vowel","ɔ","Breathy","Oral",NA,NA,NA,NA,"Unaspirated",NA,180.35,180.319,180.188,180.202,351.923,147.408,945.546,171.973,2949.099,308.225,4021.344,218.977,401.403,879.31,3937.677,4805.635,32.588,29.698,30.809,13.258,12.576,15.73,30.807,12.759,14.279,4.293,-5.802,20.266,1.78,16.44,18.232,-2.472,1.781,16.96,18.31,25.404,38.391,9.432,40.647,13.749,25.109,33.323,34.891,21.49,0,NA,0.543,0.565,0.62,0.39,-234.113,9762.22,828.285,9760.059,0.521,2.189,0.238,"Gujarati-Breathy",0.238008222932846
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-60_Audio",1020.302,1152.288,131.986,5,"O=","Vowel","ɔ","Breathy","Oral",NA,NA,NA,NA,"Unaspirated",NA,213.836,213.913,213.224,213.124,392.453,93.566,921.363,402.926,2257.306,602.412,4283.505,116.646,482.884,1793.709,4319.674,4443.565,32.752,29.482,36.267,19.891,19.824,19.07,36.262,16.445,17.074,5.627,2.403,15.657,-3.516,9.59,16.443,0.821,-3.51,13.046,15.678,23.855,30.349,13.824,90.042,22.747,30.58,35.77,38.374,27.802,0.723,NA,0.538,0.564,0.61,0.48,-463.518,1087.264,1323.843,1085.021,0.488,1.715,0.285,"Gujarati-Breathy",0.284548104956268
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-60_Audio",3394.455,3612.913,218.458,5,"O=","Vowel","ɔ","Breathy","Oral",NA,NA,NA,NA,"Unaspirated",NA,192.797,192.702,193.124,193.629,374.661,223.456,1012.527,173.349,2726.517,718.389,3819.095,295.501,420.341,2501.415,4560.73,4909.579,26.422,23.474,24.699,6.559,16.257,18.919,24.564,5.739,16.256,-3.325,-11.18,9.783,1.722,16.915,8.442,-12.36,1.858,17.749,10.166,26.799,37.601,13.691,12.558,25.369,34.891,43.745,45.728,24.239,0,NA,0.508,0.536,0.619,0.418,-286.75,3503.973,1084.433,3501.809,0.411,1.936,0.212,"Gujarati-Breathy",0.212293388429752
"Gujarati_F6","6","F","Gujarati",NA,"2009-07-23-1030-60_Audio",5739.025,5905.144,166.119000000001,5,"O=","Vowel","ɔ","Breathy","Oral",NA,NA,NA,NA,"Unaspirated",NA,192.123,191.701,192.476,192.61,409.743,156.632,1253.664,282.641,2556.343,910.316,3964.518,331.304,745.731,2992.513,4364.683,4552.95,38.31,35.926,34.492,17.187,17.47,21.601,25.312,14.514,25.01,4.562,6.352,14.535,3.818,18.738,17.022,-4.414,12.998,21.417,13.3,31.364,31.958,21.39,142.743,32.604,39.631,45.599,46.63,30.995,0,NA,0.475,0.499,0.536,0.395,-361.917,5822.78,1083.889,5820.72,0.581,1.778,0.328,"Gujarati-Breathy",0.326771653543307
